BROKER,DEALERID,ORDERS,TRADES,RATIO,OTR_DATE
90234, 44213, 6, 340, 0.02, 18-May-2024 09:55:00
90234, 44452, 0, 274, 0.00, 18-May-2024 09:55:00
90234, 44453, 0, 117, 0.00, 18-May-2024 09:55:00
90234, 44454, 0, 858, 0.00, 18-May-2024 09:55:00
90234, 44455, 9, 512, 0.02, 18-May-2024 09:55:00
90234, 44500, 0, 1121, 0.00, 18-May-2024 09:55:00
90234, 44579, 0, 12, 0.00, 18-May-2024 09:55:00
90234, 44619, 2568, 19, 135.16, 18-May-2024 09:55:00
90234, 44787, 0, 90, 0.00, 18-May-2024 09:55:00
90234, 44789, 12, 978, 0.01, 18-May-2024 09:55:00
90234, 44886, 16, 1258, 0.01, 18-May-2024 09:55:00
90234, 44888, 0, 626, 0.00, 18-May-2024 09:55:00
90234, 44892, 0, 286, 0.00, 18-May-2024 09:55:00
90234, 44911, 0, 550, 0.00, 18-May-2024 09:55:00
90234, 44924, 9174, 33, 278.00, 18-May-2024 09:55:00
90234, 44925, 10209, 39, 261.77, 18-May-2024 09:55:00
90234, 44926, 9703, 49, 198.02, 18-May-2024 09:55:00
90234, 44938, 0, 240, 0.00, 18-May-2024 09:55:00
90234, 44954, 0, 266, 0.00, 18-May-2024 09:55:00
90234, 45145, 3006, 101, 29.76, 18-May-2024 09:55:00
90234, 45148, 0, 1171, 0.00, 18-May-2024 09:55:00
90234, 45149, 0, 613, 0.00, 18-May-2024 09:55:00
90234, 45150, 0, 560, 0.00, 18-May-2024 09:55:00
90234, 45161, 0, 7, 0.00, 18-May-2024 09:55:00
90234, 45162, 0, 3, 0.00, 18-May-2024 09:55:00
90234, 45163, 0, 8, 0.00, 18-May-2024 09:55:00
90234, 45164, 0, 22, 0.00, 18-May-2024 09:55:00
90234, 45165, 0, 17, 0.00, 18-May-2024 09:55:00
90234, 45167, 0, 23, 0.00, 18-May-2024 09:55:00
90234, 45184, 2719, 19, 143.11, 18-May-2024 09:55:00
90234, 45185, 4, 1007, 0.00, 18-May-2024 09:55:00
90234, 45187, 0, 42, 0.00, 18-May-2024 09:55:00
90234, 45189, 16, 377, 0.04, 18-May-2024 09:55:00
90234, 45191, 0, 254, 0.00, 18-May-2024 09:55:00
90234, 45194, 0, 123, 0.00, 18-May-2024 09:55:00
90234, 45250, 0, 589, 0.00, 18-May-2024 09:55:00
90234, 45256, 0, 605, 0.00, 18-May-2024 09:55:00
90234, 45257, 9, 272, 0.03, 18-May-2024 09:55:00
90234, 45260, 0, 46, 0.00, 18-May-2024 09:55:00
90234, 45261, 0, 580, 0.00, 18-May-2024 09:55:00
90234, 45333, 21, 862, 0.02, 18-May-2024 09:55:00
90234, 45512, 0, 142, 0.00, 18-May-2024 09:55:00
90234, 45514, 0, 20, 0.00, 18-May-2024 09:55:00
90234, 45624, 0, 314, 0.00, 18-May-2024 09:55:00
90234, 45637, 27, 566, 0.05, 18-May-2024 09:55:00
90234, 45927, 6, 79, 0.08, 18-May-2024 09:55:00
90234, 45963, 9, 613, 0.01, 18-May-2024 09:55:00
90234, 45964, 0, 188, 0.00, 18-May-2024 09:55:00
90234, 45966, 8, 12, 0.67, 18-May-2024 09:55:00
90234, 45967, 0, 504, 0.00, 18-May-2024 09:55:00
90234, 45968, 2, 9, 0.22, 18-May-2024 09:55:00
90234, 46112, 0, 126, 0.00, 18-May-2024 09:55:00
90234, 46113, 0, 3, 0.00, 18-May-2024 09:55:00
90234, 46441, 0, 15, 0.00, 18-May-2024 09:55:00
90234, 46548, 0, 118, 0.00, 18-May-2024 09:55:00
90234, 47071, 1, 82, 0.01, 18-May-2024 09:55:00
90234, 47311, 4, 145, 0.03, 18-May-2024 09:55:00
90234, 48880, 3104, 107, 29.01, 18-May-2024 09:55:00
90234, 49556, 0, 837, 0.00, 18-May-2024 09:55:00
90234, 49557, 0, 713, 0.00, 18-May-2024 09:55:00
90234, 49559, 0, 631, 0.00, 18-May-2024 09:55:00
90234, 49595, 0, 227, 0.00, 18-May-2024 09:55:00
90234, 49596, 0, 207, 0.00, 18-May-2024 09:55:00
90234, 49600, 0, 45, 0.00, 18-May-2024 09:55:00
90234, 49601, 0, 43, 0.00, 18-May-2024 09:55:00
90234, 49603, 0, 251, 0.00, 18-May-2024 09:55:00
90234, 49605, 0, 215, 0.00, 18-May-2024 09:55:00
90234, 49606, 0, 43, 0.00, 18-May-2024 09:55:00
90234, 51285, 2532, 25, 101.28, 18-May-2024 09:55:00
90234, 51286, 9538, 32, 298.06, 18-May-2024 09:55:00
90234, 51287, 12189, 29, 420.31, 18-May-2024 09:55:00
90234, 51288, 3818, 26, 146.85, 18-May-2024 09:55:00
90234, 51289, 2241, 27, 83.00, 18-May-2024 09:55:00
90234, 51290, 11706, 30, 390.20, 18-May-2024 09:55:00
90234, 51708, 0, 112, 0.00, 18-May-2024 09:55:00
90234, 51709, 0, 105, 0.00, 18-May-2024 09:55:00
90234, 51815, 2410, 30, 80.33, 18-May-2024 09:55:00
90234, 51855, 0, 1392, 0.00, 18-May-2024 09:55:00
90234, 51856, 189, 316, 0.60, 18-May-2024 09:55:00
90234, 52109, 0, 30, 0.00, 18-May-2024 09:55:00
90234, 52225, 0, 0, 0.00, 18-May-2024 09:55:00
90234, 52226, 0, 80, 0.00, 18-May-2024 09:55:00
90234, 52773, 106, 24, 4.42, 18-May-2024 09:55:00
90234, 52827, 5, 224, 0.02, 18-May-2024 09:55:00
90234, 52839, 123, 18, 6.83, 18-May-2024 09:55:00
90234, 52920, 5804, 15, 386.93, 18-May-2024 09:55:00
90234, 52926, 751, 25, 30.04, 18-May-2024 09:55:00
