BROKER,DEALERID,ORDERS,TRADES,RATIO,OTR_DATE
90234, 43872, 3, 422, 0.01, 21-May-2024 16:00:00
90234, 44213, 16, 593, 0.03, 21-May-2024 16:00:00
90234, 44450, 0, 6997, 0.00, 21-May-2024 16:00:00
90234, 44451, 0, 3426, 0.00, 21-May-2024 16:00:00
90234, 44452, 0, 1456, 0.00, 21-May-2024 16:00:00
90234, 44453, 0, 407, 0.00, 21-May-2024 16:00:00
90234, 44454, 0, 16072, 0.00, 21-May-2024 16:00:00
90234, 44455, 11, 3449, 0.00, 21-May-2024 16:00:00
90234, 44498, 79, 694, 0.11, 21-May-2024 16:00:00
90234, 44500, 0, 13024, 0.00, 21-May-2024 16:00:00
90234, 44579, 0, 9690, 0.00, 21-May-2024 16:00:00
90234, 44590, 0, 9623, 0.00, 21-May-2024 16:00:00
90234, 44593, 0, 11992, 0.00, 21-May-2024 16:00:00
90234, 44619, 5105, 123, 41.50, 21-May-2024 16:00:00
90234, 44787, 0, 5657, 0.00, 21-May-2024 16:00:00
90234, 44789, 28, 3101, 0.01, 21-May-2024 16:00:00
90234, 44886, 14, 5165, 0.00, 21-May-2024 16:00:00
90234, 44888, 1, 1460, 0.00, 21-May-2024 16:00:00
90234, 44892, 0, 1704, 0.00, 21-May-2024 16:00:00
90234, 44911, 0, 4756, 0.00, 21-May-2024 16:00:00
90234, 44913, 0, 1228, 0.00, 21-May-2024 16:00:00
90234, 44914, 0, 1218, 0.00, 21-May-2024 16:00:00
90234, 44920, 0, 3815, 0.00, 21-May-2024 16:00:00
90234, 44924, 0, 240, 0.00, 21-May-2024 16:00:00
90234, 44925, 269, 292, 0.92, 21-May-2024 16:00:00
90234, 44926, 133, 261, 0.51, 21-May-2024 16:00:00
90234, 44927, 415, 159, 2.61, 21-May-2024 16:00:00
90234, 44938, 0, 1550, 0.00, 21-May-2024 16:00:00
90234, 44949, 422, 159, 2.65, 21-May-2024 16:00:00
90234, 44954, 0, 1576, 0.00, 21-May-2024 16:00:00
90234, 44956, 0, 7086, 0.00, 21-May-2024 16:00:00
90234, 44957, 0, 4199, 0.00, 21-May-2024 16:00:00
90234, 45145, 898, 207, 4.34, 21-May-2024 16:00:00
90234, 45148, 0, 13268, 0.00, 21-May-2024 16:00:00
90234, 45149, 0, 4697, 0.00, 21-May-2024 16:00:00
90234, 45150, 0, 4649, 0.00, 21-May-2024 16:00:00
90234, 45151, 0, 1322, 0.00, 21-May-2024 16:00:00
90234, 45160, 0, 1262, 0.00, 21-May-2024 16:00:00
90234, 45161, 45005, 345, 130.45, 21-May-2024 16:00:00
90234, 45162, 44122, 320, 137.88, 21-May-2024 16:00:00
90234, 45163, 46523, 349, 133.30, 21-May-2024 16:00:00
90234, 45164, 10191, 490, 20.80, 21-May-2024 16:00:00
90234, 45165, 10422, 497, 20.97, 21-May-2024 16:00:00
90234, 45166, 15523, 565, 27.47, 21-May-2024 16:00:00
90234, 45167, 10489, 503, 20.85, 21-May-2024 16:00:00
90234, 45174, 0, 27, 0.00, 21-May-2024 16:00:00
90234, 45177, 0, 4175, 0.00, 21-May-2024 16:00:00
90234, 45184, 5281, 115, 45.92, 21-May-2024 16:00:00
90234, 45185, 20, 3990, 0.01, 21-May-2024 16:00:00
90234, 45187, 1166, 689, 1.69, 21-May-2024 16:00:00
90234, 45189, 31, 1373, 0.02, 21-May-2024 16:00:00
90234, 45190, 15840, 500, 31.68, 21-May-2024 16:00:00
90234, 45191, 0, 758, 0.00, 21-May-2024 16:00:00
90234, 45193, 0, 3594, 0.00, 21-May-2024 16:00:00
90234, 45194, 0, 1883, 0.00, 21-May-2024 16:00:00
90234, 45196, 1, 378, 0.00, 21-May-2024 16:00:00
90234, 45198, 0, 3620, 0.00, 21-May-2024 16:00:00
90234, 45199, 0, 3207, 0.00, 21-May-2024 16:00:00
90234, 45250, 0, 4716, 0.00, 21-May-2024 16:00:00
90234, 45251, 0, 4872, 0.00, 21-May-2024 16:00:00
90234, 45252, 0, 4832, 0.00, 21-May-2024 16:00:00
90234, 45253, 0, 3216, 0.00, 21-May-2024 16:00:00
90234, 45256, 0, 996, 0.00, 21-May-2024 16:00:00
90234, 45257, 1484, 100, 14.84, 21-May-2024 16:00:00
90234, 45260, 1304, 723, 1.80, 21-May-2024 16:00:00
90234, 45261, 0, 991, 0.00, 21-May-2024 16:00:00
90234, 45262, 0, 3225, 0.00, 21-May-2024 16:00:00
90234, 45267, 0, 3210, 0.00, 21-May-2024 16:00:00
90234, 45333, 14, 4580, 0.00, 21-May-2024 16:00:00
90234, 45334, 0, 2322, 0.00, 21-May-2024 16:00:00
90234, 45335, 0, 2347, 0.00, 21-May-2024 16:00:00
90234, 45357, 0, 7054, 0.00, 21-May-2024 16:00:00
90234, 45397, 0, 2382, 0.00, 21-May-2024 16:00:00
90234, 45398, 0, 2375, 0.00, 21-May-2024 16:00:00
90234, 45399, 0, 2300, 0.00, 21-May-2024 16:00:00
90234, 45457, 13691, 629, 21.77, 21-May-2024 16:00:00
90234, 45511, 0, 4541, 0.00, 21-May-2024 16:00:00
90234, 45512, 0, 18542, 0.00, 21-May-2024 16:00:00
90234, 45514, 0, 21325, 0.00, 21-May-2024 16:00:00
90234, 45515, 0, 859, 0.00, 21-May-2024 16:00:00
90234, 45516, 0, 9186, 0.00, 21-May-2024 16:00:00
90234, 45517, 19246, 800, 24.06, 21-May-2024 16:00:00
90234, 45518, 0, 852, 0.00, 21-May-2024 16:00:00
90234, 45624, 1, 8345, 0.00, 21-May-2024 16:00:00
90234, 45637, 46, 3414, 0.01, 21-May-2024 16:00:00
90234, 45640, 0, 854, 0.00, 21-May-2024 16:00:00
90234, 45641, 0, 888, 0.00, 21-May-2024 16:00:00
90234, 45642, 0, 859, 0.00, 21-May-2024 16:00:00
90234, 45695, 18235, 486, 37.52, 21-May-2024 16:00:00
90234, 45696, 5491, 932, 5.89, 21-May-2024 16:00:00
90234, 45908, 0, 193, 0.00, 21-May-2024 16:00:00
90234, 45927, 22, 389, 0.06, 21-May-2024 16:00:00
90234, 45963, 43, 2620, 0.02, 21-May-2024 16:00:00
90234, 45964, 0, 3088, 0.00, 21-May-2024 16:00:00
90234, 45965, 17269, 513, 33.66, 21-May-2024 16:00:00
90234, 45966, 9, 49, 0.18, 21-May-2024 16:00:00
90234, 45967, 0, 3574, 0.00, 21-May-2024 16:00:00
90234, 45968, 1, 103, 0.01, 21-May-2024 16:00:00
90234, 45969, 1, 16820, 0.00, 21-May-2024 16:00:00
90234, 46007, 0, 4, 0.00, 21-May-2024 16:00:00
90234, 46026, 0, 4217, 0.00, 21-May-2024 16:00:00
90234, 46112, 0, 35735, 0.00, 21-May-2024 16:00:00
90234, 46113, 0, 28993, 0.00, 21-May-2024 16:00:00
90234, 46392, 0, 10123, 0.00, 21-May-2024 16:00:00
90234, 46441, 0, 5720, 0.00, 21-May-2024 16:00:00
90234, 46548, 0, 1156, 0.00, 21-May-2024 16:00:00
90234, 47071, 2, 1538, 0.00, 21-May-2024 16:00:00
90234, 47311, 12, 256, 0.05, 21-May-2024 16:00:00
90234, 47373, 4781, 1350, 3.54, 21-May-2024 16:00:00
90234, 47508, 19666, 793, 24.80, 21-May-2024 16:00:00
90234, 48822, 0, 375, 0.00, 21-May-2024 16:00:00
90234, 48828, 13856, 628, 22.06, 21-May-2024 16:00:00
90234, 48880, 975, 191, 5.10, 21-May-2024 16:00:00
90234, 49061, 0, 7865, 0.00, 21-May-2024 16:00:00
90234, 49550, 133, 175, 0.76, 21-May-2024 16:00:00
90234, 49552, 145, 192, 0.76, 21-May-2024 16:00:00
90234, 49553, 213, 174, 1.22, 21-May-2024 16:00:00
90234, 49554, 82, 195, 0.42, 21-May-2024 16:00:00
90234, 49556, 0, 4801, 0.00, 21-May-2024 16:00:00
90234, 49557, 0, 3706, 0.00, 21-May-2024 16:00:00
90234, 49559, 0, 3708, 0.00, 21-May-2024 16:00:00
90234, 49566, 589, 140, 4.21, 21-May-2024 16:00:00
90234, 49595, 7884, 2643, 2.98, 21-May-2024 16:00:00
90234, 49596, 8072, 2668, 3.03, 21-May-2024 16:00:00
90234, 49598, 20053, 778, 25.78, 21-May-2024 16:00:00
90234, 49599, 19862, 740, 26.84, 21-May-2024 16:00:00
90234, 49600, 1213, 713, 1.70, 21-May-2024 16:00:00
90234, 49601, 1307, 687, 1.90, 21-May-2024 16:00:00
90234, 49603, 0, 4172, 0.00, 21-May-2024 16:00:00
90234, 49604, 19708, 769, 25.63, 21-May-2024 16:00:00
90234, 49605, 0, 3996, 0.00, 21-May-2024 16:00:00
90234, 49606, 1309, 666, 1.97, 21-May-2024 16:00:00
90234, 51285, 225, 222, 1.01, 21-May-2024 16:00:00
90234, 51286, 17, 169, 0.10, 21-May-2024 16:00:00
90234, 51287, 45, 152, 0.30, 21-May-2024 16:00:00
