BROKER,DEALERID,ORDERS,TRADES,RATIO,OTR_DATE
90234, 43872, 13, 695, 0.02, 23-May-2024 16:00:00
90234, 44213, 5, 252, 0.02, 23-May-2024 16:00:00
90234, 44450, 0, 4496, 0.00, 23-May-2024 16:00:00
90234, 44451, 0, 18373, 0.00, 23-May-2024 16:00:00
90234, 44452, 1, 497, 0.00, 23-May-2024 16:00:00
90234, 44453, 0, 43, 0.00, 23-May-2024 16:00:00
90234, 44454, 0, 17039, 0.00, 23-May-2024 16:00:00
90234, 44455, 6, 4819, 0.00, 23-May-2024 16:00:00
90234, 44498, 181, 821, 0.22, 23-May-2024 16:00:00
90234, 44500, 1, 32260, 0.00, 23-May-2024 16:00:00
90234, 44579, 2, 5389, 0.00, 23-May-2024 16:00:00
90234, 44590, 0, 57939, 0.00, 23-May-2024 16:00:00
90234, 44593, 1, 7232, 0.00, 23-May-2024 16:00:00
90234, 44619, 3426, 140, 24.47, 23-May-2024 16:00:00
90234, 44787, 1, 3930, 0.00, 23-May-2024 16:00:00
90234, 44789, 1, 1026, 0.00, 23-May-2024 16:00:00
90234, 44886, 19, 6449, 0.00, 23-May-2024 16:00:00
90234, 44888, 7, 2713, 0.00, 23-May-2024 16:00:00
90234, 44892, 14, 2565, 0.01, 23-May-2024 16:00:00
90234, 44911, 0, 3253, 0.00, 23-May-2024 16:00:00
90234, 44913, 0, 370, 0.00, 23-May-2024 16:00:00
90234, 44914, 0, 392, 0.00, 23-May-2024 16:00:00
90234, 44915, 0, 7613, 0.00, 23-May-2024 16:00:00
90234, 44920, 0, 3907, 0.00, 23-May-2024 16:00:00
90234, 44924, 108, 455, 0.24, 23-May-2024 16:00:00
90234, 44925, 76, 403, 0.19, 23-May-2024 16:00:00
90234, 44926, 74, 436, 0.17, 23-May-2024 16:00:00
90234, 44927, 885, 209, 4.23, 23-May-2024 16:00:00
90234, 44938, 5, 492, 0.01, 23-May-2024 16:00:00
90234, 44949, 848, 221, 3.84, 23-May-2024 16:00:00
90234, 44954, 3, 490, 0.01, 23-May-2024 16:00:00
90234, 44956, 0, 4591, 0.00, 23-May-2024 16:00:00
90234, 44957, 0, 17940, 0.00, 23-May-2024 16:00:00
90234, 45145, 743, 252, 2.95, 23-May-2024 16:00:00
90234, 45146, 1, 4232, 0.00, 23-May-2024 16:00:00
90234, 45148, 0, 50365, 0.00, 23-May-2024 16:00:00
90234, 45149, 0, 3181, 0.00, 23-May-2024 16:00:00
90234, 45150, 0, 3243, 0.00, 23-May-2024 16:00:00
