BROKER,DEALERID,ORDERS,TRADES,RATIO,OTR_DATE
90234, 43872, 14, 464, 0.03, 03-May-2024 16:00:00
90234, 44213, 13, 194, 0.07, 03-May-2024 16:00:00
90234, 44450, 0, 5721, 0.00, 03-May-2024 16:00:00
90234, 44451, 0, 4069, 0.00, 03-May-2024 16:00:00
90234, 44453, 39, 690, 0.06, 03-May-2024 16:00:00
90234, 44454, 0, 19825, 0.00, 03-May-2024 16:00:00
90234, 44455, 10, 683, 0.01, 03-May-2024 16:00:00
90234, 44498, 102670, 436, 235.48, 03-May-2024 16:00:00
90234, 44500, 0, 8008, 0.00, 03-May-2024 16:00:00
90234, 44579, 0, 3920, 0.00, 03-May-2024 16:00:00
90234, 44590, 0, 11735, 0.00, 03-May-2024 16:00:00
90234, 44593, 2, 3435, 0.00, 03-May-2024 16:00:00
90234, 44619, 605, 161, 3.76, 03-May-2024 16:00:00
90234, 44787, 0, 882, 0.00, 03-May-2024 16:00:00
90234, 44789, 10, 543, 0.02, 03-May-2024 16:00:00
90234, 44886, 16, 2868, 0.01, 03-May-2024 16:00:00
90234, 44888, 0, 607, 0.00, 03-May-2024 16:00:00
90234, 44892, 0, 1319, 0.00, 03-May-2024 16:00:00
90234, 44911, 0, 848, 0.00, 03-May-2024 16:00:00
90234, 44913, 0, 878, 0.00, 03-May-2024 16:00:00
90234, 44914, 0, 874, 0.00, 03-May-2024 16:00:00
90234, 44920, 0, 7114, 0.00, 03-May-2024 16:00:00
90234, 44924, 1, 420, 0.00, 03-May-2024 16:00:00
90234, 44925, 0, 449, 0.00, 03-May-2024 16:00:00
90234, 44926, 8, 466, 0.02, 03-May-2024 16:00:00
90234, 44927, 150, 174, 0.86, 03-May-2024 16:00:00
90234, 44949, 119, 198, 0.60, 03-May-2024 16:00:00
90234, 44956, 0, 5749, 0.00, 03-May-2024 16:00:00
90234, 45145, 740, 532, 1.39, 03-May-2024 16:00:00
90234, 45146, 0, 229, 0.00, 03-May-2024 16:00:00
90234, 45148, 0, 9119, 0.00, 03-May-2024 16:00:00
90234, 45149, 0, 917, 0.00, 03-May-2024 16:00:00
90234, 45150, 0, 902, 0.00, 03-May-2024 16:00:00
90234, 45151, 0, 407, 0.00, 03-May-2024 16:00:00
90234, 45160, 0, 463, 0.00, 03-May-2024 16:00:00
90234, 45161, 26766, 163, 164.21, 03-May-2024 16:00:00
90234, 45162, 27098, 176, 153.97, 03-May-2024 16:00:00
90234, 45163, 29205, 175, 166.89, 03-May-2024 16:00:00
90234, 45164, 34394, 163, 211.01, 03-May-2024 16:00:00
90234, 45165, 34984, 200, 174.92, 03-May-2024 16:00:00
90234, 45166, 35085, 320, 109.64, 03-May-2024 16:00:00
90234, 45167, 33508, 197, 170.09, 03-May-2024 16:00:00
90234, 45184, 591, 177, 3.34, 03-May-2024 16:00:00
90234, 45185, 2, 1047, 0.00, 03-May-2024 16:00:00
90234, 45187, 3309, 808, 4.10, 03-May-2024 16:00:00
90234, 45189, 13, 997, 0.01, 03-May-2024 16:00:00
90234, 45190, 41483, 199, 208.46, 03-May-2024 16:00:00
90234, 45191, 0, 315, 0.00, 03-May-2024 16:00:00
90234, 45193, 0, 3040, 0.00, 03-May-2024 16:00:00
90234, 45194, 0, 2197, 0.00, 03-May-2024 16:00:00
90234, 45196, 18, 407, 0.04, 03-May-2024 16:00:00
90234, 45198, 0, 2952, 0.00, 03-May-2024 16:00:00
90234, 45199, 0, 4047, 0.00, 03-May-2024 16:00:00
90234, 45250, 0, 929, 0.00, 03-May-2024 16:00:00
90234, 45251, 0, 6947, 0.00, 03-May-2024 16:00:00
90234, 45252, 0, 6955, 0.00, 03-May-2024 16:00:00
90234, 45253, 0, 4023, 0.00, 03-May-2024 16:00:00
90234, 45256, 0, 302, 0.00, 03-May-2024 16:00:00
90234, 45257, 1424, 2390, 0.60, 03-May-2024 16:00:00
90234, 45260, 3342, 920, 3.63, 03-May-2024 16:00:00
90234, 45261, 0, 316, 0.00, 03-May-2024 16:00:00
90234, 45262, 0, 4026, 0.00, 03-May-2024 16:00:00
