BROKER,DEALERID,ORDERS,TRADES,RATIO,OTR_DATE
90234, 43872, 4, 466, 0.01, 24-May-2024 16:00:00
90234, 44213, 5, 493, 0.01, 24-May-2024 16:00:00
90234, 44451, 0, 45, 0.00, 24-May-2024 16:00:00
90234, 44452, 1, 379, 0.00, 24-May-2024 16:00:00
90234, 44453, 0, 522, 0.00, 24-May-2024 16:00:00
90234, 44455, 6, 6542, 0.00, 24-May-2024 16:00:00
90234, 44498, 517, 1440, 0.36, 24-May-2024 16:00:00
90234, 44500, 0, 324, 0.00, 24-May-2024 16:00:00
90234, 44579, 0, 904, 0.00, 24-May-2024 16:00:00
90234, 44590, 0, 3037, 0.00, 24-May-2024 16:00:00
90234, 44593, 0, 206, 0.00, 24-May-2024 16:00:00
90234, 44619, 793, 204, 3.89, 24-May-2024 16:00:00
90234, 44787, 0, 1554, 0.00, 24-May-2024 16:00:00
90234, 44789, 6, 3263, 0.00, 24-May-2024 16:00:00
90234, 44886, 14, 7166, 0.00, 24-May-2024 16:00:00
90234, 44888, 0, 1931, 0.00, 24-May-2024 16:00:00
90234, 44892, 1, 640, 0.00, 24-May-2024 16:00:00
90234, 44911, 0, 736, 0.00, 24-May-2024 16:00:00
90234, 44913, 0, 70, 0.00, 24-May-2024 16:00:00
90234, 44914, 0, 69, 0.00, 24-May-2024 16:00:00
90234, 44924, 0, 222, 0.00, 24-May-2024 16:00:00
90234, 44925, 0, 252, 0.00, 24-May-2024 16:00:00
90234, 44926, 0, 239, 0.00, 24-May-2024 16:00:00
90234, 44927, 0, 95, 0.00, 24-May-2024 16:00:00
90234, 44938, 0, 416, 0.00, 24-May-2024 16:00:00
90234, 44949, 0, 91, 0.00, 24-May-2024 16:00:00
90234, 44954, 1, 397, 0.00, 24-May-2024 16:00:00
90234, 45145, 111, 173, 0.64, 24-May-2024 16:00:00
90234, 45146, 0, 0, 0.00, 24-May-2024 16:00:00
90234, 45148, 0, 3786, 0.00, 24-May-2024 16:00:00
90234, 45149, 0, 746, 0.00, 24-May-2024 16:00:00
90234, 45150, 0, 743, 0.00, 24-May-2024 16:00:00
90234, 45161, 27519, 1039, 26.49, 24-May-2024 16:00:00
