BROKER,DEALERID,ORDERS,TRADES,RATIO,OTR_DATE
90234, 43872, 16, 1046, 0.02, 19-Jun-2024 16:00:00
90234, 44213, 3, 625, 0.00, 19-Jun-2024 16:00:00
90234, 44450, 0, 8845, 0.00, 19-Jun-2024 16:00:00
90234, 44451, 0, 15051, 0.00, 19-Jun-2024 16:00:00
90234, 44452, 370, 356, 1.04, 19-Jun-2024 16:00:00
90234, 44453, 0, 10822, 0.00, 19-Jun-2024 16:00:00
90234, 44454, 1, 80398, 0.00, 19-Jun-2024 16:00:00
90234, 44455, 18, 3561, 0.01, 19-Jun-2024 16:00:00
90234, 44498, 204, 574, 0.36, 19-Jun-2024 16:00:00
90234, 44499, 0, 101, 0.00, 19-Jun-2024 16:00:00
90234, 44500, 1, 95349, 0.00, 19-Jun-2024 16:00:00
90234, 44579, 0, 32159, 0.00, 19-Jun-2024 16:00:00
90234, 44590, 0, 53656, 0.00, 19-Jun-2024 16:00:00
90234, 44593, 0, 28841, 0.00, 19-Jun-2024 16:00:00
90234, 44619, 4775, 150, 31.83, 19-Jun-2024 16:00:00
90234, 44787, 1, 541, 0.00, 19-Jun-2024 16:00:00
90234, 44789, 5, 2276, 0.00, 19-Jun-2024 16:00:00
90234, 44886, 6, 6186, 0.00, 19-Jun-2024 16:00:00
90234, 44888, 0, 4445, 0.00, 19-Jun-2024 16:00:00
90234, 44892, 1, 1331, 0.00, 19-Jun-2024 16:00:00
90234, 44911, 0, 5092, 0.00, 19-Jun-2024 16:00:00
90234, 44915, 0, 25504, 0.00, 19-Jun-2024 16:00:00
90234, 44916, 14, 8, 1.75, 19-Jun-2024 16:00:00
90234, 44920, 0, 5414, 0.00, 19-Jun-2024 16:00:00
90234, 44924, 0, 766, 0.00, 19-Jun-2024 16:00:00
90234, 44925, 0, 748, 0.00, 19-Jun-2024 16:00:00
90234, 44926, 0, 763, 0.00, 19-Jun-2024 16:00:00
90234, 44927, 1431, 238, 6.01, 19-Jun-2024 16:00:00
90234, 44938, 362, 380, 0.95, 19-Jun-2024 16:00:00
90234, 44949, 1466, 264, 5.55, 19-Jun-2024 16:00:00
90234, 44953, 0, 26, 0.00, 19-Jun-2024 16:00:00
90234, 44954, 378, 343, 1.10, 19-Jun-2024 16:00:00
90234, 44956, 0, 8849, 0.00, 19-Jun-2024 16:00:00
90234, 44957, 0, 69862, 0.00, 19-Jun-2024 16:00:00
90234, 45145, 642, 176, 3.65, 19-Jun-2024 16:00:00
90234, 45146, 3, 6470, 0.00, 19-Jun-2024 16:00:00
90234, 45147, 0, 630, 0.00, 19-Jun-2024 16:00:00
90234, 45148, 0, 75429, 0.00, 19-Jun-2024 16:00:00
90234, 45149, 0, 5113, 0.00, 19-Jun-2024 16:00:00
90234, 45150, 0, 5101, 0.00, 19-Jun-2024 16:00:00
90234, 45151, 0, 13346, 0.00, 19-Jun-2024 16:00:00
90234, 45160, 0, 13334, 0.00, 19-Jun-2024 16:00:00
90234, 45161, 5722, 462, 12.39, 19-Jun-2024 16:00:00
90234, 45162, 5039, 481, 10.48, 19-Jun-2024 16:00:00
90234, 45163, 5436, 477, 11.40, 19-Jun-2024 16:00:00
90234, 45164, 22691, 658, 34.48, 19-Jun-2024 16:00:00
90234, 45165, 24003, 634, 37.86, 19-Jun-2024 16:00:00
90234, 45166, 16772, 751, 22.33, 19-Jun-2024 16:00:00
90234, 45167, 24703, 690, 35.80, 19-Jun-2024 16:00:00
90234, 45174, 0, 17, 0.00, 19-Jun-2024 16:00:00
90234, 45177, 0, 69428, 0.00, 19-Jun-2024 16:00:00
90234, 45178, 0, 37534, 0.00, 19-Jun-2024 16:00:00
90234, 45183, 0, 37237, 0.00, 19-Jun-2024 16:00:00
90234, 45184, 4936, 140, 35.26, 19-Jun-2024 16:00:00
90234, 45185, 6, 6120, 0.00, 19-Jun-2024 16:00:00
90234, 45187, 1050, 873, 1.20, 19-Jun-2024 16:00:00
90234, 45189, 13, 1844, 0.01, 19-Jun-2024 16:00:00
90234, 45190, 7639, 908, 8.41, 19-Jun-2024 16:00:00
90234, 45191, 0, 9739, 0.00, 19-Jun-2024 16:00:00
90234, 45193, 0, 6046, 0.00, 19-Jun-2024 16:00:00
90234, 45194, 14, 7605, 0.00, 19-Jun-2024 16:00:00
90234, 45196, 14, 827, 0.02, 19-Jun-2024 16:00:00
90234, 45198, 0, 6015, 0.00, 19-Jun-2024 16:00:00
90234, 45199, 0, 2938, 0.00, 19-Jun-2024 16:00:00
90234, 45250, 0, 5025, 0.00, 19-Jun-2024 16:00:00
90234, 45251, 0, 1046, 0.00, 19-Jun-2024 16:00:00
90234, 45252, 0, 1020, 0.00, 19-Jun-2024 16:00:00
90234, 45253, 0, 2814, 0.00, 19-Jun-2024 16:00:00
90234, 45254, 0, 31, 0.00, 19-Jun-2024 16:00:00
90234, 45256, 0, 5314, 0.00, 19-Jun-2024 16:00:00
90234, 45260, 998, 902, 1.11, 19-Jun-2024 16:00:00
90234, 45261, 0, 5522, 0.00, 19-Jun-2024 16:00:00
90234, 45262, 0, 2542, 0.00, 19-Jun-2024 16:00:00
90234, 45333, 5, 5725, 0.00, 19-Jun-2024 16:00:00
90234, 45334, 0, 2679, 0.00, 19-Jun-2024 16:00:00
90234, 45335, 0, 2677, 0.00, 19-Jun-2024 16:00:00
90234, 45357, 0, 8860, 0.00, 19-Jun-2024 16:00:00
90234, 45397, 0, 2676, 0.00, 19-Jun-2024 16:00:00
90234, 45398, 0, 2667, 0.00, 19-Jun-2024 16:00:00
90234, 45399, 0, 2705, 0.00, 19-Jun-2024 16:00:00
90234, 45457, 19179, 730, 26.27, 19-Jun-2024 16:00:00
90234, 45511, 0, 3832, 0.00, 19-Jun-2024 16:00:00
90234, 45512, 0, 75629, 0.00, 19-Jun-2024 16:00:00
90234, 45514, 0, 342, 0.00, 19-Jun-2024 16:00:00
90234, 45515, 0, 1169, 0.00, 19-Jun-2024 16:00:00
90234, 45516, 0, 13911, 0.00, 19-Jun-2024 16:00:00
90234, 45517, 5331, 1259, 4.23, 19-Jun-2024 16:00:00
90234, 45518, 0, 1168, 0.00, 19-Jun-2024 16:00:00
90234, 45621, 0, 1210, 0.00, 19-Jun-2024 16:00:00
90234, 45624, 0, 4326, 0.00, 19-Jun-2024 16:00:00
90234, 45637, 84, 4263, 0.02, 19-Jun-2024 16:00:00
90234, 45640, 0, 1164, 0.00, 19-Jun-2024 16:00:00
90234, 45641, 0, 1158, 0.00, 19-Jun-2024 16:00:00
90234, 45642, 0, 1169, 0.00, 19-Jun-2024 16:00:00
90234, 45695, 6461, 920, 7.02, 19-Jun-2024 16:00:00
90234, 45696, 4665, 2008, 2.32, 19-Jun-2024 16:00:00
90234, 45908, 0, 545, 0.00, 19-Jun-2024 16:00:00
90234, 45927, 7, 227, 0.03, 19-Jun-2024 16:00:00
90234, 45963, 42, 2535, 0.02, 19-Jun-2024 16:00:00
90234, 45964, 0, 16780, 0.00, 19-Jun-2024 16:00:00
90234, 45965, 10535, 884, 11.92, 19-Jun-2024 16:00:00
90234, 45966, 29, 379, 0.08, 19-Jun-2024 16:00:00
90234, 45967, 0, 20312, 0.00, 19-Jun-2024 16:00:00
90234, 45968, 1, 79, 0.01, 19-Jun-2024 16:00:00
90234, 45969, 3, 3502, 0.00, 19-Jun-2024 16:00:00
90234, 46025, 0, 291, 0.00, 19-Jun-2024 16:00:00
90234, 46026, 0, 69842, 0.00, 19-Jun-2024 16:00:00
90234, 46112, 2, 8427, 0.00, 19-Jun-2024 16:00:00
90234, 46113, 6, 12238, 0.00, 19-Jun-2024 16:00:00
90234, 46392, 0, 12684, 0.00, 19-Jun-2024 16:00:00
90234, 46548, 0, 49639, 0.00, 19-Jun-2024 16:00:00
90234, 46549, 1, 151, 0.01, 19-Jun-2024 16:00:00
90234, 47071, 7, 2139, 0.00, 19-Jun-2024 16:00:00
90234, 47311, 20, 560, 0.04, 19-Jun-2024 16:00:00
90234, 47373, 2661, 1632, 1.63, 19-Jun-2024 16:00:00
90234, 47508, 5024, 1286, 3.91, 19-Jun-2024 16:00:00
90234, 48828, 15164, 709, 21.39, 19-Jun-2024 16:00:00
