BROKER,DEALERID,ORDERS,TRADES,RATIO,OTR_DATE
90234, 43872, 10, 511, 0.02, 22-May-2024 16:00:00
90234, 44213, 7, 387, 0.02, 22-May-2024 16:00:00
90234, 44450, 0, 4262, 0.00, 22-May-2024 16:00:00
90234, 44451, 0, 33317, 0.00, 22-May-2024 16:00:00
90234, 44452, 0, 1560, 0.00, 22-May-2024 16:00:00
90234, 44453, 0, 2779, 0.00, 22-May-2024 16:00:00
90234, 44454, 0, 34113, 0.00, 22-May-2024 16:00:00
90234, 44455, 11, 4464, 0.00, 22-May-2024 16:00:00
90234, 44498, 658, 704, 0.93, 22-May-2024 16:00:00
90234, 44500, 0, 41187, 0.00, 22-May-2024 16:00:00
90234, 44579, 0, 10940, 0.00, 22-May-2024 16:00:00
90234, 44590, 0, 58320, 0.00, 22-May-2024 16:00:00
90234, 44593, 0, 7149, 0.00, 22-May-2024 16:00:00
90234, 44619, 4420, 132, 33.48, 22-May-2024 16:00:00
90234, 44787, 0, 710, 0.00, 22-May-2024 16:00:00
90234, 44789, 11, 2441, 0.00, 22-May-2024 16:00:00
90234, 44886, 18, 6675, 0.00, 22-May-2024 16:00:00
90234, 44888, 0, 1185, 0.00, 22-May-2024 16:00:00
90234, 44892, 0, 706, 0.00, 22-May-2024 16:00:00
90234, 44911, 0, 1310, 0.00, 22-May-2024 16:00:00
90234, 44913, 0, 447, 0.00, 22-May-2024 16:00:00
90234, 44914, 0, 453, 0.00, 22-May-2024 16:00:00
90234, 44915, 0, 4261, 0.00, 22-May-2024 16:00:00
90234, 44920, 0, 4332, 0.00, 22-May-2024 16:00:00
90234, 44924, 97, 423, 0.23, 22-May-2024 16:00:00
90234, 44925, 29, 370, 0.08, 22-May-2024 16:00:00
90234, 44926, 180, 382, 0.47, 22-May-2024 16:00:00
90234, 44927, 560, 169, 3.31, 22-May-2024 16:00:00
90234, 44938, 0, 1564, 0.00, 22-May-2024 16:00:00
90234, 44949, 486, 157, 3.10, 22-May-2024 16:00:00
90234, 44954, 0, 1522, 0.00, 22-May-2024 16:00:00
90234, 44956, 0, 4233, 0.00, 22-May-2024 16:00:00
90234, 44957, 0, 29592, 0.00, 22-May-2024 16:00:00
90234, 45145, 646, 237, 2.73, 22-May-2024 16:00:00
90234, 45146, 0, 2317, 0.00, 22-May-2024 16:00:00
90234, 45148, 0, 77860, 0.00, 22-May-2024 16:00:00
90234, 45149, 0, 1281, 0.00, 22-May-2024 16:00:00
90234, 45150, 0, 1305, 0.00, 22-May-2024 16:00:00
90234, 45161, 36726, 667, 55.06, 22-May-2024 16:00:00
90234, 45162, 37783, 701, 53.90, 22-May-2024 16:00:00
90234, 45163, 34826, 691, 50.40, 22-May-2024 16:00:00
90234, 45164, 46979, 665, 70.65, 22-May-2024 16:00:00
90234, 45165, 49156, 631, 77.90, 22-May-2024 16:00:00
90234, 45166, 20135, 884, 22.78, 22-May-2024 16:00:00
90234, 45167, 50569, 636, 79.51, 22-May-2024 16:00:00
90234, 45174, 0, 223, 0.00, 22-May-2024 16:00:00
90234, 45177, 0, 30160, 0.00, 22-May-2024 16:00:00
90234, 45184, 4367, 150, 29.11, 22-May-2024 16:00:00
90234, 45185, 10, 5032, 0.00, 22-May-2024 16:00:00
90234, 45187, 1279, 980, 1.31, 22-May-2024 16:00:00
90234, 45189, 65, 1324, 0.05, 22-May-2024 16:00:00
90234, 45190, 24379, 850, 28.68, 22-May-2024 16:00:00
90234, 45191, 0, 5084, 0.00, 22-May-2024 16:00:00
90234, 45193, 0, 2826, 0.00, 22-May-2024 16:00:00
90234, 45194, 0, 3878, 0.00, 22-May-2024 16:00:00
90234, 45196, 10, 377, 0.03, 22-May-2024 16:00:00
90234, 45198, 0, 2879, 0.00, 22-May-2024 16:00:00
90234, 45199, 0, 2324, 0.00, 22-May-2024 16:00:00
90234, 45250, 0, 1319, 0.00, 22-May-2024 16:00:00
90234, 45251, 0, 5622, 0.00, 22-May-2024 16:00:00
90234, 45252, 0, 5584, 0.00, 22-May-2024 16:00:00
90234, 45253, 0, 2341, 0.00, 22-May-2024 16:00:00
90234, 45256, 0, 2253, 0.00, 22-May-2024 16:00:00
90234, 45257, 9, 486, 0.02, 22-May-2024 16:00:00
90234, 45260, 1307, 894, 1.46, 22-May-2024 16:00:00
90234, 45261, 0, 2189, 0.00, 22-May-2024 16:00:00
90234, 45262, 0, 2359, 0.00, 22-May-2024 16:00:00
90234, 45267, 0, 2339, 0.00, 22-May-2024 16:00:00
90234, 45333, 5, 5594, 0.00, 22-May-2024 16:00:00
90234, 45334, 0, 4351, 0.00, 22-May-2024 16:00:00
90234, 45335, 0, 4341, 0.00, 22-May-2024 16:00:00
