BROKER,DEALERID,ORDERS,TRADES,RATIO,OTR_DATE
90234, 43872, 7, 960, 0.01, 20-Jun-2024 16:00:00
90234, 44213, 4, 531, 0.01, 20-Jun-2024 16:00:00
90234, 44450, 0, 5149, 0.00, 20-Jun-2024 16:00:00
90234, 44451, 0, 2067, 0.00, 20-Jun-2024 16:00:00
90234, 44452, 179, 344, 0.52, 20-Jun-2024 16:00:00
90234, 44453, 0, 247, 0.00, 20-Jun-2024 16:00:00
90234, 44454, 0, 6541, 0.00, 20-Jun-2024 16:00:00
90234, 44455, 0, 3691, 0.00, 20-Jun-2024 16:00:00
90234, 44498, 75, 878, 0.09, 20-Jun-2024 16:00:00
90234, 44499, 0, 252, 0.00, 20-Jun-2024 16:00:00
90234, 44500, 0, 52323, 0.00, 20-Jun-2024 16:00:00
90234, 44579, 0, 8997, 0.00, 20-Jun-2024 16:00:00
90234, 44590, 0, 48663, 0.00, 20-Jun-2024 16:00:00
90234, 44593, 0, 5019, 0.00, 20-Jun-2024 16:00:00
90234, 44619, 4603, 169, 27.24, 20-Jun-2024 16:00:00
90234, 44787, 0, 1828, 0.00, 20-Jun-2024 16:00:00
90234, 44789, 0, 2763, 0.00, 20-Jun-2024 16:00:00
90234, 44886, 8, 5896, 0.00, 20-Jun-2024 16:00:00
90234, 44888, 0, 2503, 0.00, 20-Jun-2024 16:00:00
90234, 44892, 0, 960, 0.00, 20-Jun-2024 16:00:00
90234, 44911, 0, 7255, 0.00, 20-Jun-2024 16:00:00
90234, 44915, 0, 7494, 0.00, 20-Jun-2024 16:00:00
90234, 44916, 7, 2, 3.50, 20-Jun-2024 16:00:00
90234, 44920, 0, 4540, 0.00, 20-Jun-2024 16:00:00
90234, 44924, 19, 410, 0.05, 20-Jun-2024 16:00:00
90234, 44925, 20, 445, 0.04, 20-Jun-2024 16:00:00
90234, 44926, 13, 476, 0.03, 20-Jun-2024 16:00:00
90234, 44927, 852, 204, 4.18, 20-Jun-2024 16:00:00
90234, 44938, 176, 330, 0.53, 20-Jun-2024 16:00:00
90234, 44949, 885, 216, 4.10, 20-Jun-2024 16:00:00
90234, 44953, 0, 465, 0.00, 20-Jun-2024 16:00:00
90234, 44954, 180, 306, 0.59, 20-Jun-2024 16:00:00
90234, 44956, 0, 5188, 0.00, 20-Jun-2024 16:00:00
90234, 44957, 0, 17923, 0.00, 20-Jun-2024 16:00:00
90234, 45145, 982, 110, 8.93, 20-Jun-2024 16:00:00
90234, 45146, 0, 8215, 0.00, 20-Jun-2024 16:00:00
90234, 45147, 0, 372, 0.00, 20-Jun-2024 16:00:00
90234, 45148, 0, 64909, 0.00, 20-Jun-2024 16:00:00
90234, 45149, 0, 7293, 0.00, 20-Jun-2024 16:00:00
90234, 45150, 0, 7205, 0.00, 20-Jun-2024 16:00:00
90234, 45151, 0, 8197, 0.00, 20-Jun-2024 16:00:00
90234, 45160, 0, 8225, 0.00, 20-Jun-2024 16:00:00
90234, 45161, 5021, 803, 6.25, 20-Jun-2024 16:00:00
90234, 45162, 3665, 795, 4.61, 20-Jun-2024 16:00:00
90234, 45163, 6010, 781, 7.70, 20-Jun-2024 16:00:00
90234, 45164, 6723, 833, 8.07, 20-Jun-2024 16:00:00
90234, 45165, 6891, 834, 8.26, 20-Jun-2024 16:00:00
90234, 45166, 10041, 680, 14.77, 20-Jun-2024 16:00:00
90234, 45167, 6118, 849, 7.21, 20-Jun-2024 16:00:00
90234, 45174, 0, 510, 0.00, 20-Jun-2024 16:00:00
90234, 45177, 0, 18181, 0.00, 20-Jun-2024 16:00:00
90234, 45178, 0, 12714, 0.00, 20-Jun-2024 16:00:00
90234, 45183, 0, 12634, 0.00, 20-Jun-2024 16:00:00
90234, 45184, 4725, 163, 28.99, 20-Jun-2024 16:00:00
90234, 45185, 10, 6403, 0.00, 20-Jun-2024 16:00:00
90234, 45187, 80, 1161, 0.07, 20-Jun-2024 16:00:00
90234, 45189, 11, 1095, 0.01, 20-Jun-2024 16:00:00
90234, 45190, 6675, 1028, 6.49, 20-Jun-2024 16:00:00
90234, 45191, 0, 665, 0.00, 20-Jun-2024 16:00:00
90234, 45193, 0, 2351, 0.00, 20-Jun-2024 16:00:00
90234, 45194, 0, 1224, 0.00, 20-Jun-2024 16:00:00
90234, 45196, 10, 705, 0.01, 20-Jun-2024 16:00:00
90234, 45198, 0, 2345, 0.00, 20-Jun-2024 16:00:00
90234, 45199, 0, 3062, 0.00, 20-Jun-2024 16:00:00
90234, 45250, 0, 7201, 0.00, 20-Jun-2024 16:00:00
90234, 45251, 0, 3768, 0.00, 20-Jun-2024 16:00:00
90234, 45252, 0, 3713, 0.00, 20-Jun-2024 16:00:00
90234, 45253, 0, 3117, 0.00, 20-Jun-2024 16:00:00
90234, 45254, 0, 34, 0.00, 20-Jun-2024 16:00:00
90234, 45256, 0, 25579, 0.00, 20-Jun-2024 16:00:00
90234, 45260, 27, 1146, 0.02, 20-Jun-2024 16:00:00
90234, 45261, 0, 25955, 0.00, 20-Jun-2024 16:00:00
90234, 45262, 0, 2978, 0.00, 20-Jun-2024 16:00:00
90234, 45333, 4, 7065, 0.00, 20-Jun-2024 16:00:00
90234, 45334, 0, 468, 0.00, 20-Jun-2024 16:00:00
90234, 45335, 0, 461, 0.00, 20-Jun-2024 16:00:00
90234, 45357, 0, 5159, 0.00, 20-Jun-2024 16:00:00
90234, 45397, 0, 442, 0.00, 20-Jun-2024 16:00:00
90234, 45398, 0, 451, 0.00, 20-Jun-2024 16:00:00
90234, 45399, 0, 436, 0.00, 20-Jun-2024 16:00:00
90234, 45457, 10988, 700, 15.70, 20-Jun-2024 16:00:00
90234, 45511, 0, 3404, 0.00, 20-Jun-2024 16:00:00
90234, 45512, 0, 37166, 0.00, 20-Jun-2024 16:00:00
90234, 45515, 0, 783, 0.00, 20-Jun-2024 16:00:00
90234, 45516, 0, 11185, 0.00, 20-Jun-2024 16:00:00
90234, 45517, 983, 1114, 0.88, 20-Jun-2024 16:00:00
90234, 45518, 0, 769, 0.00, 20-Jun-2024 16:00:00
90234, 45621, 0, 65, 0.00, 20-Jun-2024 16:00:00
90234, 45624, 0, 6034, 0.00, 20-Jun-2024 16:00:00
90234, 45637, 21, 2552, 0.01, 20-Jun-2024 16:00:00
90234, 45640, 0, 777, 0.00, 20-Jun-2024 16:00:00
90234, 45641, 0, 757, 0.00, 20-Jun-2024 16:00:00
90234, 45642, 0, 754, 0.00, 20-Jun-2024 16:00:00
90234, 45695, 5888, 976, 6.03, 20-Jun-2024 16:00:00
90234, 45696, 4846, 1624, 2.98, 20-Jun-2024 16:00:00
90234, 45908, 0, 255, 0.00, 20-Jun-2024 16:00:00
90234, 45927, 1, 396, 0.00, 20-Jun-2024 16:00:00
90234, 45963, 14, 1896, 0.01, 20-Jun-2024 16:00:00
90234, 45964, 0, 2616, 0.00, 20-Jun-2024 16:00:00
90234, 45965, 6172, 960, 6.43, 20-Jun-2024 16:00:00
90234, 45966, 5, 162, 0.03, 20-Jun-2024 16:00:00
90234, 45967, 0, 2122, 0.00, 20-Jun-2024 16:00:00
90234, 45968, 3, 16, 0.19, 20-Jun-2024 16:00:00
90234, 45969, 0, 3295, 0.00, 20-Jun-2024 16:00:00
90234, 46025, 0, 357, 0.00, 20-Jun-2024 16:00:00
90234, 46026, 0, 17943, 0.00, 20-Jun-2024 16:00:00
90234, 46112, 0, 1788, 0.00, 20-Jun-2024 16:00:00
90234, 46113, 0, 19490, 0.00, 20-Jun-2024 16:00:00
90234, 46392, 0, 14839, 0.00, 20-Jun-2024 16:00:00
90234, 46548, 0, 1181, 0.00, 20-Jun-2024 16:00:00
90234, 46549, 0, 117, 0.00, 20-Jun-2024 16:00:00
90234, 47071, 6, 1516, 0.00, 20-Jun-2024 16:00:00
90234, 47311, 12, 333, 0.04, 20-Jun-2024 16:00:00
90234, 47373, 4678, 1458, 3.21, 20-Jun-2024 16:00:00
90234, 47508, 964, 1093, 0.88, 20-Jun-2024 16:00:00
90234, 48828, 9464, 740, 12.79, 20-Jun-2024 16:00:00
90234, 48880, 996, 105, 9.49, 20-Jun-2024 16:00:00
90234, 49061, 0, 5822, 0.00, 20-Jun-2024 16:00:00
90234, 49550, 436, 293, 1.49, 20-Jun-2024 16:00:00
90234, 49552, 579, 278, 2.08, 20-Jun-2024 16:00:00
90234, 49553, 662, 263, 2.52, 20-Jun-2024 16:00:00
90234, 49554, 1045, 274, 3.81, 20-Jun-2024 16:00:00
90234, 49556, 0, 7501, 0.00, 20-Jun-2024 16:00:00
90234, 49557, 0, 7594, 0.00, 20-Jun-2024 16:00:00
90234, 49559, 0, 7750, 0.00, 20-Jun-2024 16:00:00
90234, 49566, 3, 229, 0.01, 20-Jun-2024 16:00:00
90234, 49567, 0, 98, 0.00, 20-Jun-2024 16:00:00
90234, 49595, 19688, 3760, 5.24, 20-Jun-2024 16:00:00
90234, 49596, 19124, 3879, 4.93, 20-Jun-2024 16:00:00
90234, 49598, 966, 1075, 0.90, 20-Jun-2024 16:00:00
90234, 49599, 594, 1110, 0.54, 20-Jun-2024 16:00:00
90234, 49600, 80, 1189, 0.07, 20-Jun-2024 16:00:00
90234, 49601, 8, 1117, 0.01, 20-Jun-2024 16:00:00
90234, 49603, 0, 3333, 0.00, 20-Jun-2024 16:00:00
90234, 49604, 711, 1125, 0.63, 20-Jun-2024 16:00:00
90234, 49605, 0, 3571, 0.00, 20-Jun-2024 16:00:00
90234, 49606, 29, 1151, 0.03, 20-Jun-2024 16:00:00
90234, 51285, 18, 289, 0.06, 20-Jun-2024 16:00:00
90234, 51286, 0, 214, 0.00, 20-Jun-2024 16:00:00
90234, 51287, 2, 229, 0.01, 20-Jun-2024 16:00:00
90234, 51288, 5, 272, 0.02, 20-Jun-2024 16:00:00
90234, 51289, 12, 319, 0.04, 20-Jun-2024 16:00:00
90234, 51290, 1, 217, 0.00, 20-Jun-2024 16:00:00
90234, 51560, 0, 7628, 0.00, 20-Jun-2024 16:00:00
90234, 51708, 0, 1222, 0.00, 20-Jun-2024 16:00:00
90234, 51709, 0, 1249, 0.00, 20-Jun-2024 16:00:00
90234, 51710, 0, 3, 0.00, 20-Jun-2024 16:00:00
90234, 51711, 0, 1, 0.00, 20-Jun-2024 16:00:00
90234, 51727, 0, 2035, 0.00, 20-Jun-2024 16:00:00
90234, 51729, 0, 5255, 0.00, 20-Jun-2024 16:00:00
90234, 51815, 85, 279, 0.30, 20-Jun-2024 16:00:00
90234, 51855, 0, 5080, 0.00, 20-Jun-2024 16:00:00
90234, 51856, 1, 3146, 0.00, 20-Jun-2024 16:00:00
90234, 52109, 0, 14626, 0.00, 20-Jun-2024 16:00:00
90234, 52198, 0, 10431, 0.00, 20-Jun-2024 16:00:00
90234, 52224, 216231, 698, 309.79, 20-Jun-2024 16:00:00
90234, 52225, 0, 0, 0.00, 20-Jun-2024 16:00:00
90234, 52226, 0, 2605, 0.00, 20-Jun-2024 16:00:00
90234, 52773, 4196, 639, 6.57, 20-Jun-2024 16:00:00
90234, 52839, 3826, 635, 6.03, 20-Jun-2024 16:00:00
90234, 52858, 886, 1008, 0.88, 20-Jun-2024 16:00:00
90234, 52860, 0, 1975, 0.00, 20-Jun-2024 16:00:00
90234, 52869, 1, 694, 0.00, 20-Jun-2024 16:00:00
90234, 52920, 9088, 247, 36.79, 20-Jun-2024 16:00:00
90234, 52926, 8311, 166, 50.07, 20-Jun-2024 16:00:00
90234, 52927, 4558, 187, 24.37, 20-Jun-2024 16:00:00
90234, 52930, 8386, 238, 35.24, 20-Jun-2024 16:00:00
90234, 52931, 1910, 83, 23.01, 20-Jun-2024 16:00:00
90234, 52932, 1796, 75, 23.95, 20-Jun-2024 16:00:00
90234, 52950, 4778, 155, 30.83, 20-Jun-2024 16:00:00
90234, 53120, 0, 43488, 0.00, 20-Jun-2024 16:00:00
90234, 53162, 974, 33777, 0.03, 20-Jun-2024 16:00:00
90234, 53339, 1, 4090, 0.00, 20-Jun-2024 16:00:00
90234, 53362, 6, 1559, 0.00, 20-Jun-2024 16:00:00
90234, 53369, 0, 5079, 0.00, 20-Jun-2024 16:00:00
90234, 53400, 0, 23351, 0.00, 20-Jun-2024 16:00:00
90234, 53415, 0, 21372, 0.00, 20-Jun-2024 16:00:00
90234, 53822, 7, 192, 0.04, 20-Jun-2024 16:00:00
90234, 53912, 0, 1435, 0.00, 20-Jun-2024 16:00:00
90234, 53980, 0, 29563, 0.00, 20-Jun-2024 16:00:00
90234, 53981, 0, 73343, 0.00, 20-Jun-2024 16:00:00
90234, 53982, 0, 763, 0.00, 20-Jun-2024 16:00:00
90234, 53991, 0, 7250, 0.00, 20-Jun-2024 16:00:00
90234, 53992, 0, 13087, 0.00, 20-Jun-2024 16:00:00
90234, 53993, 0, 10608, 0.00, 20-Jun-2024 16:00:00
90234, 54124, 32, 292, 0.11, 20-Jun-2024 16:00:00
90234, 54125, 0, 5483, 0.00, 20-Jun-2024 16:00:00
90234, 54126, 10, 455, 0.02, 20-Jun-2024 16:00:00
90234, 54127, 37, 456, 0.08, 20-Jun-2024 16:00:00
90234, 54128, 0, 253, 0.00, 20-Jun-2024 16:00:00
90234, 54130, 0, 253, 0.00, 20-Jun-2024 16:00:00
90234, 54340, 0, 9081, 0.00, 20-Jun-2024 16:00:00
90234, 54350, 22, 812, 0.03, 20-Jun-2024 16:00:00
90234, 54477, 1008, 208, 4.85, 20-Jun-2024 16:00:00
90234, 54478, 900, 186, 4.84, 20-Jun-2024 16:00:00
90234, 54480, 2598, 233, 11.15, 20-Jun-2024 16:00:00
90234, 54493, 2121, 243, 8.73, 20-Jun-2024 16:00:00
90234, 54582, 0, 93, 0.00, 20-Jun-2024 16:00:00
90234, 54584, 0, 743, 0.00, 20-Jun-2024 16:00:00
90234, 54585, 0, 18563, 0.00, 20-Jun-2024 16:00:00
90234, 54622, 0, 2828, 0.00, 20-Jun-2024 16:00:00
90234, 55292, 0, 1627, 0.00, 20-Jun-2024 16:00:00
90234, Total, 424794, 1022766, 0.42, 20-Jun-2024 16:00:00
